call_id,rep_id,rep_name,rep_region,npi,call_date,call_type,detailing_topic,outcome
CALL3000724,REP005,Ethan Hunt,Northeast,1800000229,2025-06-17,Email Follow-up,Clinical Trials Data,High Interest
CALL3000725,REP005,Ethan Hunt,Northeast,1800000001,2025-12-29,Virtual Video,Market Access & Formulary Update,Unfavorable
CALL3000726,REP003,Charlie Vance,South,1800000204,2025-06-05,In-Person,Efficacy Profile,High Interest
CALL3000727,REP001,Alice Carter,East,1800000163,2025-03-09,In-Person,Efficacy Profile,Neutral
CALL3000728,REP001,Alice Carter,East,1800000040,2025-07-12,In-Person,Co-pay Assistance Program,Neutral
CALL3000729,REP003,Charlie Vance,South,1800000185,2025-03-19,Email Follow-up,Clinical Trials Data,High Interest
CALL3000730,REP003,Charlie Vance,South,1800000017,2025-01-27,Phone Call,Co-pay Assistance Program,Favorable
CALL3000731,REP005,Ethan Hunt,Northeast,1800000138,2025-08-30,Email Follow-up,Co-pay Assistance Program,Busy - Left Materials
CALL3000732,REP005,Ethan Hunt,Northeast,1800000241,2025-09-19,In-Person,Market Access & Formulary Update,High Interest
CALL3000733,REP003,Charlie Vance,South,1800000238,2025-11-16,Phone Call,Safety & Tolerability,Busy - Left Materials
CALL3000734,REP001,Alice Carter,East,1800000086,2025-12-27,In-Person,Market Access & Formulary Update,Neutral
CALL3000735,REP003,Charlie Vance,South,1800000188,2025-07-16,Phone Call,Efficacy Profile,Favorable
CALL3000736,REP004,Diana Prince,Midwest,1800000038,2025-10-14,In-Person,Efficacy Profile,Favorable
CALL3000737,REP002,Bob Mendez,West,1800000054,2025-02-09,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3000738,REP005,Ethan Hunt,Northeast,1800000104,2025-04-28,Email Follow-up,Clinical Trials Data,Unfavorable
CALL3000739,REP001,Alice Carter,East,1800000045,2025-11-08,Phone Call,Co-pay Assistance Program,Neutral
CALL3000740,REP005,Ethan Hunt,Northeast,1800000088,2025-10-16,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000741,REP004,Diana Prince,Midwest,1800000089,2025-09-08,In-Person,Efficacy Profile,Neutral
CALL3000742,REP004,Diana Prince,Midwest,1800000036,2025-09-26,Phone Call,Co-pay Assistance Program,Favorable
CALL3000743,REP002,Bob Mendez,West,1800000160,2025-11-25,In-Person,Market Access & Formulary Update,High Interest
CALL3000744,REP001,Alice Carter,East,1800000110,2025-01-23,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3000745,REP002,Bob Mendez,West,1800000145,2025-06-17,Email Follow-up,Efficacy Profile,Favorable
CALL3000746,REP004,Diana Prince,Midwest,1800000024,2025-06-16,In-Person,Efficacy Profile,High Interest
CALL3000747,REP002,Bob Mendez,West,1800000127,2025-05-13,Virtual Video,Efficacy Profile,Favorable
CALL3000748,REP001,Alice Carter,East,1800000159,2025-08-03,Email Follow-up,Efficacy Profile,High Interest
CALL3000749,REP004,Diana Prince,Midwest,1800000120,2025-12-17,Phone Call,Clinical Trials Data,High Interest
CALL3000750,REP003,Charlie Vance,South,1800000093,2025-06-19,Email Follow-up,Safety & Tolerability,Favorable
CALL3000751,REP005,Ethan Hunt,Northeast,1800000176,2025-05-26,Email Follow-up,Clinical Trials Data,Neutral
CALL3000752,REP004,Diana Prince,Midwest,1800000217,2025-12-27,In-Person,Co-pay Assistance Program,Neutral
CALL3000753,REP004,Diana Prince,Midwest,1800000131,2025-07-11,In-Person,Market Access & Formulary Update,Neutral
CALL3000754,REP001,Alice Carter,East,1800000155,2025-10-09,In-Person,Market Access & Formulary Update,Neutral
CALL3000755,REP005,Ethan Hunt,Northeast,1800000159,2025-02-01,Phone Call,Clinical Trials Data,High Interest
CALL3000756,REP002,Bob Mendez,West,1800000211,2025-03-07,Email Follow-up,Clinical Trials Data,Favorable
CALL3000757,REP003,Charlie Vance,South,1800000188,2025-02-19,In-Person,Safety & Tolerability,High Interest
CALL3000758,REP003,Charlie Vance,South,1800000219,2025-05-08,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3000759,REP001,Alice Carter,East,1800000062,2025-04-27,In-Person,Safety & Tolerability,Neutral
CALL3000760,REP004,Diana Prince,Midwest,1800000124,2025-09-03,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000761,REP005,Ethan Hunt,Northeast,1800000168,2025-10-12,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3000762,REP003,Charlie Vance,South,1800000023,2025-01-29,In-Person,Market Access & Formulary Update,High Interest
CALL3000763,REP001,Alice Carter,East,1800000121,2025-12-02,Virtual Video,Market Access & Formulary Update,Unfavorable
CALL3000764,REP004,Diana Prince,Midwest,1800000127,2025-03-29,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3000765,REP003,Charlie Vance,South,1800000090,2025-03-01,Phone Call,Clinical Trials Data,High Interest
CALL3000766,REP002,Bob Mendez,West,1800000067,2025-04-14,Phone Call,Market Access & Formulary Update,High Interest
CALL3000767,REP004,Diana Prince,Midwest,1800000207,2025-02-09,In-Person,Efficacy Profile,Favorable
CALL3000768,REP003,Charlie Vance,South,1800000210,2025-09-10,In-Person,Co-pay Assistance Program,Unfavorable
CALL3000769,REP002,Bob Mendez,West,1800000168,2025-04-23,Phone Call,Market Access & Formulary Update,Neutral
CALL3000770,REP002,Bob Mendez,West,1800000161,2025-09-07,Phone Call,Clinical Trials Data,Neutral
CALL3000771,REP001,Alice Carter,East,1800000110,2025-04-17,Email Follow-up,Market Access & Formulary Update,Neutral
CALL3000772,REP002,Bob Mendez,West,1800000145,2025-11-16,Virtual Video,Market Access & Formulary Update,Busy - Left Materials
CALL3000773,REP002,Bob Mendez,West,1800000097,2025-10-26,Virtual Video,Co-pay Assistance Program,High Interest
CALL3000774,REP001,Alice Carter,East,1800000207,2025-07-06,Virtual Video,Co-pay Assistance Program,Busy - Left Materials
CALL3000775,REP003,Charlie Vance,South,1800000203,2025-02-21,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3000776,REP004,Diana Prince,Midwest,1800000244,2025-06-01,Virtual Video,Safety & Tolerability,High Interest
CALL3000777,REP003,Charlie Vance,South,1800000076,2025-02-01,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000778,REP003,Charlie Vance,South,1800000026,2025-05-22,Virtual Video,Clinical Trials Data,Unfavorable
CALL3000779,REP002,Bob Mendez,West,1800000117,2025-03-14,Phone Call,Clinical Trials Data,Favorable
CALL3000780,REP005,Ethan Hunt,Northeast,1800000064,2025-01-19,In-Person,Market Access & Formulary Update,Favorable
CALL3000781,REP002,Bob Mendez,West,1800000072,2025-02-07,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000782,REP001,Alice Carter,East,1800000095,2025-06-30,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000783,REP002,Bob Mendez,West,1800000029,2025-12-29,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000784,REP001,Alice Carter,East,1800000027,2025-06-25,Virtual Video,Efficacy Profile,Unfavorable
CALL3000785,REP002,Bob Mendez,West,1800000210,2025-08-10,Virtual Video,Clinical Trials Data,High Interest
CALL3000786,REP005,Ethan Hunt,Northeast,1800000151,2025-09-11,In-Person,Clinical Trials Data,Favorable
CALL3000787,REP005,Ethan Hunt,Northeast,1800000159,2025-07-09,Phone Call,Efficacy Profile,Favorable
CALL3000788,REP001,Alice Carter,East,1800000007,2025-05-04,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3000789,REP004,Diana Prince,Midwest,1800000050,2025-06-20,Phone Call,Efficacy Profile,Favorable
CALL3000790,REP002,Bob Mendez,West,1800000003,2025-12-10,Email Follow-up,Co-pay Assistance Program,Busy - Left Materials
CALL3000791,REP004,Diana Prince,Midwest,1800000078,2025-06-10,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000792,REP001,Alice Carter,East,1800000156,2025-07-22,Phone Call,Safety & Tolerability,Favorable
CALL3000793,REP003,Charlie Vance,South,1800000106,2025-04-17,Phone Call,Efficacy Profile,Busy - Left Materials
CALL3000794,REP001,Alice Carter,East,1800000245,2025-04-12,In-Person,Safety & Tolerability,High Interest
CALL3000795,REP005,Ethan Hunt,Northeast,1800000021,2025-06-03,Phone Call,Safety & Tolerability,Favorable
CALL3000796,REP005,Ethan Hunt,Northeast,1800000237,2025-02-10,Phone Call,Co-pay Assistance Program,Neutral
CALL3000797,REP001,Alice Carter,East,1800000063,2025-03-12,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3000798,REP003,Charlie Vance,South,1800000066,2025-08-10,Phone Call,Safety & Tolerability,Favorable
CALL3000799,REP003,Charlie Vance,South,1800000095,2025-10-18,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3000800,REP001,Alice Carter,East,1800000231,2025-11-16,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3000801,REP003,Charlie Vance,South,1800000071,2025-02-10,In-Person,Co-pay Assistance Program,Unfavorable
CALL3000802,REP004,Diana Prince,Midwest,1800000042,2025-11-08,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3000803,REP002,Bob Mendez,West,1800000164,2025-09-16,Phone Call,Co-pay Assistance Program,Favorable
CALL3000804,REP005,Ethan Hunt,Northeast,1800000030,2025-03-26,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000805,REP001,Alice Carter,East,1800000220,2025-05-18,In-Person,Efficacy Profile,Unfavorable
CALL3000806,REP005,Ethan Hunt,Northeast,1800000150,2025-04-26,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000807,REP001,Alice Carter,East,1800000017,2025-08-29,Virtual Video,Efficacy Profile,Neutral
CALL3000808,REP001,Alice Carter,East,1800000137,2025-05-16,Email Follow-up,Co-pay Assistance Program,Neutral
CALL3000809,REP001,Alice Carter,East,1800000016,2025-01-31,Phone Call,Co-pay Assistance Program,Favorable
CALL3000810,REP001,Alice Carter,East,1800000250,2025-12-10,Virtual Video,Safety & Tolerability,Favorable
CALL3000811,REP004,Diana Prince,Midwest,1800000077,2025-10-26,Virtual Video,Safety & Tolerability,Favorable
CALL3000812,REP004,Diana Prince,Midwest,1800000043,2025-06-02,Phone Call,Co-pay Assistance Program,High Interest
CALL3000813,REP002,Bob Mendez,West,1800000129,2025-10-23,Virtual Video,Co-pay Assistance Program,Busy - Left Materials
CALL3000814,REP004,Diana Prince,Midwest,1800000168,2025-05-24,Phone Call,Safety & Tolerability,Favorable
CALL3000815,REP002,Bob Mendez,West,1800000218,2025-06-13,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000816,REP003,Charlie Vance,South,1800000199,2025-04-03,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000817,REP001,Alice Carter,East,1800000098,2025-05-28,Phone Call,Safety & Tolerability,Neutral
CALL3000818,REP001,Alice Carter,East,1800000074,2025-07-03,Phone Call,Clinical Trials Data,Favorable
CALL3000819,REP004,Diana Prince,Midwest,1800000011,2025-06-15,Phone Call,Safety & Tolerability,Unfavorable
CALL3000820,REP003,Charlie Vance,South,1800000229,2025-07-01,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3000821,REP003,Charlie Vance,South,1800000147,2025-10-29,In-Person,Market Access & Formulary Update,Unfavorable
CALL3000822,REP001,Alice Carter,East,1800000057,2025-05-18,Email Follow-up,Clinical Trials Data,Neutral
CALL3000823,REP003,Charlie Vance,South,1800000191,2025-11-12,Phone Call,Market Access & Formulary Update,Neutral
CALL3000824,REP002,Bob Mendez,West,1800000181,2025-11-08,In-Person,Efficacy Profile,High Interest
CALL3000825,REP002,Bob Mendez,West,1800000225,2025-01-28,Virtual Video,Safety & Tolerability,High Interest
CALL3000826,REP002,Bob Mendez,West,1800000027,2025-08-07,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000827,REP002,Bob Mendez,West,1800000092,2025-02-16,Email Follow-up,Safety & Tolerability,High Interest
CALL3000828,REP001,Alice Carter,East,1800000038,2025-11-23,Virtual Video,Safety & Tolerability,High Interest
CALL3000829,REP002,Bob Mendez,West,1800000112,2025-06-16,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000830,REP001,Alice Carter,East,1800000015,2025-08-16,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3000831,REP005,Ethan Hunt,Northeast,1800000170,2025-12-01,Email Follow-up,Efficacy Profile,High Interest
CALL3000832,REP003,Charlie Vance,South,1800000066,2025-09-25,Phone Call,Efficacy Profile,Neutral
CALL3000833,REP002,Bob Mendez,West,1800000224,2025-10-12,In-Person,Efficacy Profile,Unfavorable
CALL3000834,REP004,Diana Prince,Midwest,1800000105,2025-07-30,Phone Call,Market Access & Formulary Update,High Interest
CALL3000835,REP003,Charlie Vance,South,1800000218,2025-04-17,Virtual Video,Clinical Trials Data,Favorable
CALL3000836,REP002,Bob Mendez,West,1800000225,2025-05-04,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000837,REP004,Diana Prince,Midwest,1800000071,2025-08-08,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3000838,REP003,Charlie Vance,South,1800000111,2025-07-04,Virtual Video,Efficacy Profile,Neutral
CALL3000839,REP003,Charlie Vance,South,1800000134,2025-10-13,Phone Call,Efficacy Profile,Busy - Left Materials
CALL3000840,REP002,Bob Mendez,West,1800000039,2025-07-08,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3000841,REP004,Diana Prince,Midwest,1800000048,2025-12-05,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000842,REP002,Bob Mendez,West,1800000107,2025-11-07,Virtual Video,Co-pay Assistance Program,Favorable
CALL3000843,REP002,Bob Mendez,West,1800000237,2025-03-08,In-Person,Market Access & Formulary Update,Unfavorable
CALL3000844,REP004,Diana Prince,Midwest,1800000107,2025-03-16,Email Follow-up,Safety & Tolerability,Neutral
CALL3000845,REP001,Alice Carter,East,1800000125,2025-01-06,In-Person,Safety & Tolerability,High Interest
CALL3000846,REP001,Alice Carter,East,1800000219,2025-10-09,Phone Call,Efficacy Profile,Busy - Left Materials
CALL3000847,REP003,Charlie Vance,South,1800000240,2025-09-23,Virtual Video,Safety & Tolerability,Favorable
CALL3000848,REP004,Diana Prince,Midwest,1800000033,2025-12-14,Phone Call,Market Access & Formulary Update,Neutral
CALL3000849,REP005,Ethan Hunt,Northeast,1800000158,2025-04-25,In-Person,Clinical Trials Data,Unfavorable
CALL3000850,REP003,Charlie Vance,South,1800000130,2025-08-30,Email Follow-up,Safety & Tolerability,Neutral
CALL3000851,REP001,Alice Carter,East,1800000090,2025-04-30,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3000852,REP004,Diana Prince,Midwest,1800000117,2025-01-07,Virtual Video,Clinical Trials Data,Favorable
CALL3000853,REP004,Diana Prince,Midwest,1800000145,2025-07-27,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3000854,REP001,Alice Carter,East,1800000052,2025-07-29,Email Follow-up,Efficacy Profile,Unfavorable
CALL3000855,REP005,Ethan Hunt,Northeast,1800000148,2025-05-09,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3000856,REP001,Alice Carter,East,1800000048,2025-04-09,Phone Call,Clinical Trials Data,Unfavorable
CALL3000857,REP002,Bob Mendez,West,1800000246,2025-03-31,Virtual Video,Market Access & Formulary Update,Neutral
CALL3000858,REP005,Ethan Hunt,Northeast,1800000190,2025-08-25,In-Person,Market Access & Formulary Update,Favorable
CALL3000859,REP003,Charlie Vance,South,1800000013,2025-08-11,Virtual Video,Clinical Trials Data,Favorable
CALL3000860,REP005,Ethan Hunt,Northeast,1800000095,2025-12-13,Virtual Video,Clinical Trials Data,Neutral
CALL3000861,REP003,Charlie Vance,South,1800000019,2025-05-19,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3000862,REP003,Charlie Vance,South,1800000087,2025-10-19,Phone Call,Efficacy Profile,Unfavorable
CALL3000863,REP005,Ethan Hunt,Northeast,1800000059,2025-07-14,In-Person,Market Access & Formulary Update,Unfavorable
CALL3000864,REP005,Ethan Hunt,Northeast,1800000236,2025-09-26,In-Person,Market Access & Formulary Update,Favorable
CALL3000865,REP002,Bob Mendez,West,1800000006,2025-08-13,Email Follow-up,Co-pay Assistance Program,Neutral
CALL3000866,REP005,Ethan Hunt,Northeast,1800000196,2025-02-03,Email Follow-up,Co-pay Assistance Program,Neutral
CALL3000867,REP002,Bob Mendez,West,1800000209,2025-06-21,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000868,REP002,Bob Mendez,West,1800000196,2025-06-29,Phone Call,Safety & Tolerability,Neutral
CALL3000869,REP001,Alice Carter,East,1800000231,2025-01-15,Virtual Video,Efficacy Profile,Unfavorable
CALL3000870,REP005,Ethan Hunt,Northeast,1800000177,2025-08-27,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000871,REP001,Alice Carter,East,1800000170,2025-03-31,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000872,REP001,Alice Carter,East,1800000245,2025-04-12,Virtual Video,Safety & Tolerability,High Interest
CALL3000873,REP003,Charlie Vance,South,1800000224,2025-09-14,Virtual Video,Clinical Trials Data,Favorable
CALL3000874,REP001,Alice Carter,East,1800000051,2025-12-28,Virtual Video,Market Access & Formulary Update,Neutral
CALL3000875,REP005,Ethan Hunt,Northeast,1800000189,2025-08-08,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000876,REP004,Diana Prince,Midwest,1800000006,2025-05-30,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3000877,REP002,Bob Mendez,West,1800000189,2025-10-08,In-Person,Clinical Trials Data,Neutral
CALL3000878,REP001,Alice Carter,East,1800000111,2025-01-21,Phone Call,Clinical Trials Data,High Interest
CALL3000879,REP005,Ethan Hunt,Northeast,1800000206,2025-09-19,In-Person,Clinical Trials Data,Unfavorable
CALL3000880,REP003,Charlie Vance,South,1800000019,2025-04-30,In-Person,Market Access & Formulary Update,High Interest
CALL3000881,REP003,Charlie Vance,South,1800000042,2025-10-17,Email Follow-up,Clinical Trials Data,Favorable
CALL3000882,REP001,Alice Carter,East,1800000115,2025-05-10,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000883,REP002,Bob Mendez,West,1800000138,2025-07-13,Phone Call,Clinical Trials Data,High Interest
CALL3000884,REP001,Alice Carter,East,1800000230,2025-08-22,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3000885,REP004,Diana Prince,Midwest,1800000218,2025-11-04,Phone Call,Market Access & Formulary Update,High Interest
CALL3000886,REP004,Diana Prince,Midwest,1800000109,2025-06-16,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3000887,REP005,Ethan Hunt,Northeast,1800000131,2025-03-08,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000888,REP004,Diana Prince,Midwest,1800000184,2025-03-16,Email Follow-up,Efficacy Profile,Neutral
CALL3000889,REP005,Ethan Hunt,Northeast,1800000026,2025-05-26,In-Person,Market Access & Formulary Update,Neutral
CALL3000890,REP004,Diana Prince,Midwest,1800000217,2025-03-07,Virtual Video,Safety & Tolerability,Favorable
CALL3000891,REP005,Ethan Hunt,Northeast,1800000216,2025-12-12,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3000892,REP004,Diana Prince,Midwest,1800000046,2025-10-25,In-Person,Efficacy Profile,Favorable
CALL3000893,REP004,Diana Prince,Midwest,1800000036,2025-12-15,Phone Call,Clinical Trials Data,High Interest
CALL3000894,REP005,Ethan Hunt,Northeast,1800000170,2025-05-11,In-Person,Market Access & Formulary Update,Neutral
CALL3000895,REP001,Alice Carter,East,1800000051,2025-01-27,Email Follow-up,Co-pay Assistance Program,Neutral
CALL3000896,REP003,Charlie Vance,South,1800000038,2025-11-03,In-Person,Efficacy Profile,Favorable
CALL3000897,REP003,Charlie Vance,South,1800000158,2025-03-28,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3000898,REP001,Alice Carter,East,1800000219,2025-10-11,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000899,REP002,Bob Mendez,West,1800000107,2025-05-04,In-Person,Safety & Tolerability,High Interest
CALL3000900,REP004,Diana Prince,Midwest,1800000130,2025-04-30,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3000901,REP003,Charlie Vance,South,1800000038,2025-11-07,Phone Call,Clinical Trials Data,High Interest
CALL3000902,REP002,Bob Mendez,West,1800000162,2025-06-30,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3000903,REP001,Alice Carter,East,1800000217,2025-12-22,Virtual Video,Safety & Tolerability,Favorable
CALL3000904,REP001,Alice Carter,East,1800000176,2025-08-04,In-Person,Safety & Tolerability,High Interest
CALL3000905,REP005,Ethan Hunt,Northeast,1800000183,2025-11-10,Virtual Video,Co-pay Assistance Program,Busy - Left Materials
CALL3000906,REP002,Bob Mendez,West,1800000229,2025-12-13,In-Person,Efficacy Profile,Neutral
CALL3000907,REP001,Alice Carter,East,1800000220,2025-03-29,In-Person,Co-pay Assistance Program,Favorable
CALL3000908,REP001,Alice Carter,East,1800000131,2025-01-08,Phone Call,Efficacy Profile,Favorable
CALL3000909,REP004,Diana Prince,Midwest,1800000216,2025-07-31,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000910,REP005,Ethan Hunt,Northeast,1800000242,2025-02-21,Virtual Video,Market Access & Formulary Update,Unfavorable
CALL3000911,REP002,Bob Mendez,West,1800000063,2025-03-09,Virtual Video,Co-pay Assistance Program,Neutral
CALL3000912,REP003,Charlie Vance,South,1800000036,2025-12-05,Virtual Video,Safety & Tolerability,High Interest
CALL3000913,REP004,Diana Prince,Midwest,1800000175,2025-09-13,In-Person,Clinical Trials Data,Favorable
CALL3000914,REP001,Alice Carter,East,1800000187,2025-05-21,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000915,REP003,Charlie Vance,South,1800000167,2025-08-10,Phone Call,Clinical Trials Data,High Interest
CALL3000916,REP004,Diana Prince,Midwest,1800000109,2025-03-19,In-Person,Co-pay Assistance Program,High Interest
CALL3000917,REP004,Diana Prince,Midwest,1800000056,2025-06-10,In-Person,Safety & Tolerability,High Interest
CALL3000918,REP003,Charlie Vance,South,1800000048,2025-02-12,In-Person,Clinical Trials Data,High Interest
CALL3000919,REP001,Alice Carter,East,1800000219,2025-05-15,In-Person,Efficacy Profile,Busy - Left Materials
CALL3000920,REP003,Charlie Vance,South,1800000083,2025-06-22,Virtual Video,Efficacy Profile,High Interest
CALL3000921,REP005,Ethan Hunt,Northeast,1800000066,2025-02-02,Virtual Video,Co-pay Assistance Program,Neutral
CALL3000922,REP003,Charlie Vance,South,1800000032,2025-07-12,In-Person,Market Access & Formulary Update,Neutral
CALL3000923,REP004,Diana Prince,Midwest,1800000086,2025-05-07,Email Follow-up,Efficacy Profile,Unfavorable
CALL3000924,REP002,Bob Mendez,West,1800000056,2025-09-19,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3000925,REP002,Bob Mendez,West,1800000206,2025-04-04,Virtual Video,Safety & Tolerability,Favorable
CALL3000926,REP004,Diana Prince,Midwest,1800000250,2025-08-14,Email Follow-up,Efficacy Profile,Unfavorable
CALL3000927,REP005,Ethan Hunt,Northeast,1800000146,2025-07-09,Virtual Video,Co-pay Assistance Program,Favorable
CALL3000928,REP003,Charlie Vance,South,1800000178,2025-02-03,Email Follow-up,Efficacy Profile,High Interest
CALL3000929,REP002,Bob Mendez,West,1800000208,2025-12-29,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3000930,REP001,Alice Carter,East,1800000174,2025-03-22,In-Person,Co-pay Assistance Program,Neutral
CALL3000931,REP003,Charlie Vance,South,1800000035,2025-05-16,Virtual Video,Efficacy Profile,Unfavorable
CALL3000932,REP004,Diana Prince,Midwest,1800000032,2025-04-15,In-Person,Efficacy Profile,Busy - Left Materials
CALL3000933,REP001,Alice Carter,East,1800000224,2025-10-12,In-Person,Co-pay Assistance Program,High Interest
CALL3000934,REP001,Alice Carter,East,1800000180,2025-04-03,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3000935,REP001,Alice Carter,East,1800000013,2025-10-30,In-Person,Clinical Trials Data,High Interest
CALL3000936,REP001,Alice Carter,East,1800000182,2025-03-12,Email Follow-up,Clinical Trials Data,Neutral
CALL3000937,REP004,Diana Prince,Midwest,1800000221,2025-12-27,Email Follow-up,Clinical Trials Data,Unfavorable
CALL3000938,REP001,Alice Carter,East,1800000050,2025-05-26,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3000939,REP002,Bob Mendez,West,1800000185,2025-11-01,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3000940,REP002,Bob Mendez,West,1800000094,2025-07-05,Email Follow-up,Co-pay Assistance Program,Unfavorable
CALL3000941,REP001,Alice Carter,East,1800000139,2025-06-24,Email Follow-up,Co-pay Assistance Program,Busy - Left Materials
CALL3000942,REP001,Alice Carter,East,1800000126,2025-08-15,In-Person,Co-pay Assistance Program,Neutral
CALL3000943,REP004,Diana Prince,Midwest,1800000075,2025-09-25,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000944,REP002,Bob Mendez,West,1800000039,2025-05-15,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000945,REP002,Bob Mendez,West,1800000028,2025-10-01,In-Person,Co-pay Assistance Program,Unfavorable
CALL3000946,REP005,Ethan Hunt,Northeast,1800000157,2025-08-04,In-Person,Market Access & Formulary Update,Unfavorable
CALL3000947,REP002,Bob Mendez,West,1800000181,2025-11-27,Virtual Video,Clinical Trials Data,Favorable
CALL3000948,REP003,Charlie Vance,South,1800000051,2025-01-27,Virtual Video,Clinical Trials Data,Favorable
CALL3000949,REP001,Alice Carter,East,1800000209,2025-05-25,Virtual Video,Co-pay Assistance Program,High Interest
CALL3000950,REP001,Alice Carter,East,1800000207,2025-06-27,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3000951,REP002,Bob Mendez,West,1800000139,2025-02-26,In-Person,Efficacy Profile,Unfavorable
CALL3000952,REP005,Ethan Hunt,Northeast,1800000250,2025-08-16,Virtual Video,Safety & Tolerability,Favorable
CALL3000953,REP003,Charlie Vance,South,1800000203,2025-09-02,In-Person,Co-pay Assistance Program,Favorable
CALL3000954,REP003,Charlie Vance,South,1800000143,2025-10-27,Email Follow-up,Clinical Trials Data,Favorable
CALL3000955,REP005,Ethan Hunt,Northeast,1800000016,2025-04-08,In-Person,Clinical Trials Data,Unfavorable
CALL3000956,REP004,Diana Prince,Midwest,1800000200,2025-04-01,In-Person,Market Access & Formulary Update,Unfavorable
CALL3000957,REP003,Charlie Vance,South,1800000165,2025-10-01,Phone Call,Efficacy Profile,Busy - Left Materials
CALL3000958,REP002,Bob Mendez,West,1800000203,2025-05-29,Virtual Video,Efficacy Profile,Unfavorable
CALL3000959,REP001,Alice Carter,East,1800000234,2025-12-15,Phone Call,Clinical Trials Data,Favorable
CALL3000960,REP003,Charlie Vance,South,1800000101,2025-11-13,Email Follow-up,Clinical Trials Data,Neutral
CALL3000961,REP005,Ethan Hunt,Northeast,1800000209,2025-11-01,Email Follow-up,Efficacy Profile,High Interest
CALL3000962,REP003,Charlie Vance,South,1800000184,2025-12-21,Phone Call,Safety & Tolerability,Favorable
CALL3000963,REP004,Diana Prince,Midwest,1800000011,2025-11-14,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3000964,REP004,Diana Prince,Midwest,1800000225,2025-11-30,Virtual Video,Efficacy Profile,High Interest
CALL3000965,REP003,Charlie Vance,South,1800000178,2025-04-30,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3000966,REP005,Ethan Hunt,Northeast,1800000014,2025-10-11,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000967,REP003,Charlie Vance,South,1800000234,2025-05-06,Virtual Video,Efficacy Profile,High Interest
